No.,,Selection,"Age, Weight",RP,Previous Odds,Win/EW,SP
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Horse,Previous Form,Age,Price,Trainer,Jockey,
,Marine Nationale,15-232,8,5-1,Barry Connell,Sean Flanagan,
,Captain Guinness,22-1P3,9,17-2,Henry de Bromhead,Rachael Blackmore,
,Energumene,113,9,6-5F,Willie Mullins,Paul Townend,
,Energumene,111-12,8,5-2,Willie Mullins,Paul Townend,
,Put The Kettle On,211-13,7,17-2,Henry de Bromhead,Aidan Coleman,
,Politologue,422-25,9,6-1,Paul Nicholls,Harry Skelton,
,Altior,11-111,9,4-11F,Nicky Henderson,Nico de Boinville,
,Altior,1111-1,8,EvensF,Nicky Henderson,Nico de Boinville,
,Special Tiara,3-6315,10,11-1,Henry de Bromhead,Noel Fehily,
,Sprinter Sacre,2P2-11,10,5-1,Nicky Henderson,Nico de Boinville,
,Dodging Bullets,45-311,7,9-2,Paul Nicholls,Sam Twiston-Davies,
