Year,Date,Time,Race Name,Generic Race Type,Course,Position,Draw,Horse Name,SP (Decimal),Jockey,Trainer
2014,Wed/12/Mar,01:30:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,14,4,Creepy (IRE),41,Ian Popham,Martin Keighley
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,1,12,O'Faolains Boy (IRE),1.08,Barry Geraghty,Rebecca Curtis
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,3,11,Morning Assembly (IRE),1.11,Davy Russell,P A Fahy
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,4,2,Ballycasey (IRE),1.15,R Walsh,W P Mullins
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,6,4,Carlingford Lough (IRE),1.14,A P McCoy,John E Kiely
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,7,8,Just A Par (IRE),1.06,Noel Fehily,Paul Nicholls
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,8,1,Annacotty (IRE),1.05,Ian Popham,Martin Keighley
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,9,7,Gevrey Chambertin (FR),1.04,Tom Scudamore,David Pipe
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,10,5,Corrin Wood (IRE),1.1,Richard Johnson,Donald McCain
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,BD,10,Many Clouds (IRE),1.06,Leighton Aspell,Oliver Sherwood
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,3,Black Thunder I (FR),1.06,Nick Scholfield,Paul Nicholls
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,6,Don Cossack (GER),1.09,B J Cooper,Gordon Elliott
2014,Wed/12/Mar,02:05:00,RSA Chase (Grade 1),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,9,Le Bec (FR),1.1,Aidan Coleman,Emma Lavelle
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,1,2,Whisper (FR),1.07,Nico de Boinville,Nicky Henderson
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,3,22,Bayan (IRE),1.09,Davy Condon,Gordon Elliott
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,4,13,Smashing I (FR),1.04,A E Lynch,W P Mullins
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,6,14,Timesremembered (IRE),34,Leighton Aspell,Emma Lavelle
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,8,3,Sametegal (FR),1.04,Daryl Jacob,Paul Nicholls
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,9,12,Edgardo Sol (FR),41,Harry Derham,Paul Nicholls
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,10,21,Vendor (FR),1.09,Jack Doyle,Alan King
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,12,10,Clerk's Choice (IRE),41,Aidan Coleman,William Jarvis
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,13,4,Meister Eckhart (IRE),1.06,Robert Thornton,Alan King
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,14,20,Clondaw Kaempfer (IRE),1.07,Richard Johnson,Donald McCain
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,15,17,Ifandbutwhynot (IRE),1.05,B J Cooper,David O'Meara
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,16,7,Magnifique Etoile,1.05,Noel Fehily,Charlie Longsdon
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,17,11,Sadler's Risk (IRE),34,Paul Carberry,Henry De Bromhead
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,18,5,Oscars Well (IRE),1.04,Shane Shortall,A J Martin
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,20,15,Waaheb (USA),1.05,Mark Walsh,D K Weld
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,21,8,Far West (FR),1.05,Nick Scholfield,Paul Nicholls
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,22,26,Calculated Risk,34,Brian Hughes,John Quinn
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,23,28,Foxcub (IRE),81,Felix De Giles,Tom Symonds
2014,Wed/12/Mar,02:40:00,Coral Cup (A Handicap Hurdle) Grade 3,"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,F,23,Kaylif Aramis,1.05,Sam Twiston-Davies,Nigel Twiston-Davies
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,1,7,Sire De Grugy (FR),3.75,Jamie Moore,Gary Moore
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,2,9,Somersby (IRE),1.07,Dominic Elsworth,Mick Channon
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,4,8,Sizing Europe (IRE),1.09,A E Lynch,Henry De Bromhead
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,5,11,Wishfull Thinking,1.06,Richard Johnson,Philip Hobbs
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,6,10,Special Tiara,1.06,Davy Russell,Henry De Bromhead
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,7,5,Kid Cassidy (IRE),1.1,A P McCoy,Nicky Henderson
2014,Wed/12/Mar,03:20:00,BetVictor Queen Mother Champion Chase Grade 1,Championship Chase - Grade 1 (Queen Mother),Cheltenham,F,2,Baily Green (IRE),1.07,D J Casey,M F Morris
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,1,1,Balthazar King (IRE),1.25,Richard Johnson,Philip Hobbs
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,3,3,Big Shu (IRE),4,Paul Carberry,Peter Maher
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,4,10,Duke Of Lucca (IRE),1.04,Tom O'Brien,Philip Hobbs
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,5,8,Sizing Australia (IRE),1.05,A E Lynch,Henry De Bromhead
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,6,14,A Stray Shot (IRE),1.04,Ms K,Walsh G M O'Neill
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,7,2,Uncle Junior (IRE),1.04,Mr P W,Mullins W P Mullins
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,8,7,Sire Collonges (FR),1.11,Ryan Mahon,Paul Nicholls
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,10,5,Love Rory (IRE),1.1,A P Heskin,E Bolger
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,11,6,Hey Big Spender (IRE),34,Joe Tizzard,Colin Tizzard
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,12,16,Star Neuville (FR),1.14,Danny Mullins,E Bolger
2014,Wed/12/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,13,4,Quantitativeeasing (IRE),1.06,Mark Walsh,E Bolger
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,1,14,Hawk High (IRE),34,Brian Hughes,Tim Easterby
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,2,13,Katgary (FR),1.13,Daryl Jacob,Paul Nicholls
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,3,23,Orgilgo Bay (IRE),1.06,Mark Bolger,John C McConnell
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,4,20,Keltus (FR),1.04,Nick Scholfield,Paul Nicholls
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,5,9,Baradari (IRE),1.06,Aidan Coleman,Venetia Williams
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,8,2,Gerdago (IRE),41,E J,O'Connell K J Condon
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,10,16,Violet Dancer,1.05,Jamie Moore,Gary Moore
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,11,1,Noble Inn (FR),1.05,Paul Townend,W P Mullins
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,12,4,Ivan Grozny (FR),1.14,R Walsh,W P Mullins
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,13,8,Dawalan (FR),4.5,Barry Geraghty,Nicky Henderson
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,14,19,Vandross (IRE),101,Leighton Aspell,Neil King
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,15,21,Certification (IRE),1.04,Denis O'Regan,John Ferguson
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,16,5,Arzembouy Premier (FR),1.05,Paul Carberry,Gordon Elliott
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,17,18,Azza (FR),1.06,Tom Scudamore,David Pipe
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,18,11,Cadoudoff (FR),41,Noel Fehily,Charlie Longsdon
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,19,3,Le Fin Bois (FR),1.04,Richard Johnson,Tim Vaughan
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,BD,24,Akdam (IRE),41,Josh Hamer,Tony Carroll
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,BD,12,Goodwood Mirage (IRE),1.13,A P McCoy,Jonjo O'Neill
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,F,10,Clarcam (FR),1.06,B J Cooper,Gordon Elliott
2014,Wed/12/Mar,04:40:00,Fred Winter Juvenile Handicap Hurdle Grade 3,"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,F,15,Astre De La Cour (FR),1.05,Wayne Hutchinson,Robert Walford
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,1,14,Silver Concorde,1.06,Robbie McNamara,D K Weld
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,2,13,Shaneshill (IRE),4.5,R Walsh,W P Mullins
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,3,6,Joshua Lane (IRE),34,Barry Geraghty,Edward P Harty
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,4,2,Black Hercules (IRE),1.15,Mr P W,Mullins W P Mullins
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,5,18,Vigil (IRE),1.2,Pat Smullen,D K Weld
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,6,7,Killultagh Vic (IRE),1.13,Paul Townend,W P Mullins
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,7,3,Definitly Red (IRE),1.04,A P McCoy,Steve Gollings
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,8,22,Modus,1.1,Tom O'Brien,Robert Stephens
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,9,23,Royal Vacation (IRE),51,Paddy Brennan,Colin Tizzard
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,11,5,Golantilla (IRE),1.06,Danny Mullins,A J Martin
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,12,9,Neck Or Nothing (GER),1.05,Richard Johnson,Philip Hobbs
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,13,17,Value At Risk,1.05,Brian O'Connell,Philip Fenton
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,14,4,El Namoose,1.06,Denis O'Regan,John Ferguson
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,15,19,Zeroeshadesofgrey (IRE),67,Jamie Moore,Neil King
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,16,21,Coyaba,101,Ian Popham,Martin Keighley
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,17,11,Our Kaempfer (IRE),1.04,Noel Fehily,Charlie Longsdon
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,18,20,Izzini (IRE),51,Mr S Crawford,S R B Crawford
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,20,16,Third Act (IRE),34,Joe Tizzard,Colin Tizzard
2014,Wed/12/Mar,05:15:00,Weatherbys Champion Bumper (A Standard Open National Hunt Flat Race) Grade 1,NH Flat / Bumper - Grade 1,Cheltenham,21,8,Mountain Of Mourne (IRE),151,Mr Conor,Smith Linda Blackford
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,1,8,Taquin Du Seuil (FR),1.14,A P McCoy,Jonjo O'Neill
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,2,9,Uxizandre (FR),34,Robert Thornton,Alan King
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,3,2,Double Ross (IRE),1.09,Sam Twiston-Davies,Nigel Twiston-Davies
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,4,3,Felix Yonger (IRE),4.5,R Walsh,W P Mullins
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,6,7,Sizing Gold (IRE),1.08,A E Lynch,Henry De Bromhead
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,7,12,Vukovar (FR),1.09,Noel Fehily,Harry Fry
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,8,5,Off The Ground (IRE),1.04,Aidan Coleman,Emma Lavelle
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,F,6,Oscar Whisky (IRE),1.22,Barry Geraghty,Nicky Henderson
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,F,4,Mozoltov,1.09,Davy Russell,W P Mullins
2014,Thu/13/Mar,01:30:00,JLT Novices' Chase (Registered As The Golden Miller Novices' Chase) Grade 1,"Novice Chase - Grade 1/2 (Turners/JLT, 2m5f)",Cheltenham,F,11,Djakadam (FR),1.07,Paul Townend,W P Mullins
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,1,1,Fingal Bay (IRE),5.5,Richard Johnson,Philip Hobbs
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,5,5,Jetson (IRE),1.09,Paddy Kennedy,Mrs John Harrington
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,6,9,On The Bridge (IRE),1.06,Nick Scholfield,Jeremy Scott
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,7,15,Mister Dillon,1.05,Barry Geraghty,Nicky Henderson
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,8,22,Broadway Buffalo (IRE),1.05,Tom Scudamore,David Pipe
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,9,11,If In Doubt (IRE),1.15,A P McCoy,Philip Hobbs
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,10,19,Cross Kennon (IRE),34,Sean Quinlan,Jennie Candlish
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,11,20,Utopie Des Bordes (FR),1.05,David Bass,Nicky Henderson
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,12,7,Mickie,1.04,Jake Greenall,Henry Daly
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,13,17,Pateese (FR),51,Chris Davies,Philip Hobbs
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,16,24,So Fine (IRE),1.04,Tom O'Brien,Philip Hobbs
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,17,13,Uncle Jimmy (IRE),1.05,Tom Cheesman,Philip Hobbs
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,18,3,Quartz De Thaix (FR),51,Aidan Coleman,Venetia Williams
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,19,14,Top Wood (FR),1.06,Conor O'Farrell,David Pipe
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,20,8,Grand Vision (IRE),1.08,Brendan Powell,Colin Tizzard
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,21,18,First Fandango,51,Alan Johns 10,Tim Vaughan
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,22,23,Josies Orders (IRE),1.07,Maurice Linehan,Jonjo O'Neill
2014,Thu/13/Mar,02:05:00,Pertemps Network Final (A Handicap Hurdle) (Listed Race),"Handicap Hurdle - Qualifier Final (Pertemps, 3m)",Cheltenham,F,12,Vics Canvas (IRE),51,Robbie Colgan,Dermot A McLoughlin
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,1,5,Dynaste (FR),4,Tom Scudamore,David Pipe
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,2,6,Hidden Cyclone (IRE),1.1,Andrew J McNamara,John Joseph Hanlon
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,3,11,Rajdhani Express,1.06,Mr Sam Waley-Cohen,Nicky Henderson
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,4,7,Hunt Ball (IRE),1.07,Barry Geraghty,Nicky Henderson
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,5,1,Al Ferof (FR),1.2,Daryl Jacob,Paul Nicholls
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,6,3,Boston Bob (IRE),1.13,R Walsh,W P Mullins
2014,Thu/13/Mar,02:40:00,Ryanair Chase (Registered As The Festival Trophy Chase) Grade 1,Championship Chase - Grade 1 (Ryanair),Cheltenham,7,12,Rathlin,1.05,D J Casey,M F Morris
