Year,Date,Time,Race Name,Course,Position,Draw,Horse Name,SP,Jockey,Trainer
2006,Fri/17/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,16,5,Cornish Rebel (IRE),16/1,Joe Tizzard Paul Nicholls,Joe Tizzard Paul Nicholls
2006,Fri/17/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,17,16,Ollie Magern,33/1,Carl Llewellyn Nigel Twiston-Davies,Carl Llewellyn Nigel Twiston-Davies
2006,Fri/17/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,18,14,Lord Of Illusion (IRE),33/1,Jason Maguire Tom George,Jason Maguire Tom George
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,1,3,Black Jack Ketchum (IRE) EvensF A P McCoy Jonjo O',?,?,?
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,2,12,Powerstation (IRE),9/1,Davy Russell C Byrnes,Davy Russell C Byrnes
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,3,17,Travino (IRE),6/1,Barry Geraghty Ms Margaret Mullins,Barry Geraghty Ms Margaret Mullins
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,4,2,Back To Bid (IRE),33/1,Denis O'Regan Noel Meade,Denis O'Regan Noel Meade
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,5,20,Shouette (IRE),100/1,Andrew J McNamara John Joseph Murphy,Andrew J McNamara John Joseph Murphy
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,6,4,Dream Alliance,16/1,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,7,9,Karanja,33/1,Paddy Brennan Victor Dartnall,Paddy Brennan Victor Dartnall
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,8,18,Zipalong Lad (IRE),25/1,Tony Dobbin Peter Bowen,Tony Dobbin Peter Bowen
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,9,11,Oscar Park (IRE),16/1,Tom Doyle Colin Tinkler,Tom Doyle Colin Tinkler
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,10,8,Jeremy Cuddle Duck (IRE),66/1,Carl Llewellyn Nigel Twiston-Davies,Carl Llewellyn Nigel Twiston-Davies
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,11,5,Five Colours (IRE),33/1,Robert Thornton Alan King,Robert Thornton Alan King
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,12,10,Mister Top Notch (IRE),28/1,Conor O'Dwyer D E Fitzgerald,Conor O'Dwyer D E Fitzgerald
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,13,7,Its A Dream (IRE),16/1,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,14,13,Screenplay,100/1,Jamie Goldstein Sheena West,Jamie Goldstein Sheena West
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,16,1,Ask The Gatherer (IRE),100/1,Paul Moloney Mark Pitman,Paul Moloney Mark Pitman
2006,Fri/17/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,17,16,Toofarback (IRE),11/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,1,15,Greenhope (IRE),20/1,Andrew Tinkler Nicky Henderson,Andrew Tinkler Nicky Henderson
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,2,13,Tiger Cry (IRE),6/1,D J Casey A L T Moore,D J Casey A L T Moore
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,3,24,Madison Du Berlais (FR),11/1,Tom Scudamore M C Pipe,Tom Scudamore M C Pipe
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,4,10,Nyrche (FR),20/1,Robert Thornton Alan King,Robert Thornton Alan King
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,5,5,Davenport Democrat (IRE),50/1,Barry Geraghty W P Mullins,Barry Geraghty W P Mullins
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,6,3,Ground Ball (IRE),11/1,A P McCoy C F Swan,A P McCoy C F Swan
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,7,7,Green Tango,6/1,Richard Johnson Henry Daly,Richard Johnson Henry Daly
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,8,4,Caracciola (GER),16/1,Marcus Foley Nicky Henderson,Marcus Foley Nicky Henderson
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,9,23,Zum See (IRE),20/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,10,8,Bambi De L'Orme (FR),16/1,Graham Lee Ian Williams,Graham Lee Ian Williams
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,11,21,Tanikos (FR),50/1,Sam Curling 5 Nicky Henderson,Sam Curling 5 Nicky Henderson
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,12,6,Duke Of Buckingham (IRE),80/1,Tom Doyle Paul Webber,Tom Doyle Paul Webber
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,13,17,Marcel (FR),33/1,Rodi Greene M C Pipe,Rodi Greene M C Pipe
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,14,11,Kalca Mome I (FR),50/1,Paddy Brennan Philip Hobbs,Paddy Brennan Philip Hobbs
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,F,14,Bleu Superbe (FR),40/1,Sam Thomas Venetia Williams,Sam Thomas Venetia Williams
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,F,12,Flying Spirit (IRE),50/1,Jamie Moore Gary Moore,Jamie Moore Gary Moore
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,F,18,Sharp Rigging (IRE),9/1,Jimmy McCarthy Alex Hales,Jimmy McCarthy Alex Hales
2006,Fri/17/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,F,2,Andreas I (FR),4/1F,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,1,15,Desert QuestI (IRE),4/1,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,2,13,Noble Request (FR),25/1,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,3,9,Adamant Approach (IRE),50/1,Mr R J Kiely 7 W P Mullins,Mr R J Kiely 7 W P Mullins
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,4,30,Pirate Flagship (FR),10/1,Paddy Brennan Paul Nicholls,Paddy Brennan Paul Nicholls
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,5,26,Khetaam (IRE),10/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,7,25,Lord Henry (IRE),50/1,Tom O'Brien 5 Philip Hobbs,Tom O'Brien 5 Philip Hobbs
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,8,16,Bob Justice (IRE),66/1,Tony Dobbin Howard Johnson,Tony Dobbin Howard Johnson
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,9,17,Grande Jete (SAF),11/1,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,11,28,High Day,40/1,Keith Mercer Ferdy Murphy,Keith Mercer Ferdy Murphy
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,13,4,Power Elite (IRE),25/1,Niall P Madden Noel Meade,Niall P Madden Noel Meade
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,16,6,Howle Hill (IRE),33/1,Wayne Hutchinson Alan King,Wayne Hutchinson Alan King
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,17,21,Lunar Crystal (IRE),40/1,Tom Scudamore M C Pipe,Tom Scudamore M C Pipe
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,18,8,Perle De Puce (FR),100/1,Mr Sam Waley-Cohen 7 Nicky Henderson,Mr Sam Waley-Cohen 7 Nicky Henderson
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,22,14,Hawadeth,40/1,Jack Doyle 7 Victor Dartnall,Jack Doyle 7 Victor Dartnall
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,23,20,Acambo (GER),20/1,Barry Geraghty M C Pipe,Barry Geraghty M C Pipe
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,24,24,Adopted Hero (IRE),66/1,Brian Hughes 5 Howard Johnson,Brian Hughes 5 Howard Johnson
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,25,27,Enhancer,100/1,D J Casey Murty McGrath,D J Casey Murty McGrath
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,26,12,Publican (IRE),16/1,A P McCoy P A Fahy,A P McCoy P A Fahy
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,27,1,Admiral (IRE),80/1,Mr J P Flavin 10 Richard Guest,Mr J P Flavin 10 Richard Guest
2006,Fri/17/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,F,29,Buck Whaley I (IRE),16/1,Davy Russell Jonjo O'Neill,Davy Russell Jonjo O'Neill
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,1,8,Kauto Star (FR),5/4F,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,2,4,Exotic Dancer (FR),9/2,A P McCoy Jonjo O'Neill,A P McCoy Jonjo O'Neill
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,3,19,Turpin Green (IRE),40/1,Tony Dobbin Nicky Richards,Tony Dobbin Nicky Richards
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,4,12,Monkerhostin (FR),25/1,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,5,3,Cane Brake (IRE),20/1,D J Casey T J Taaffe,D J Casey T J Taaffe
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,6,16,State Of Play,8/1,Paul Moloney Evan Williams,Paul Moloney Evan Williams
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,7,10,L'Ami (FR),16/1,Mick Fitzgerald F Doumen,Mick Fitzgerald F Doumen
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,9,9,Kingscliff (IRE),40/1,Robert Walford R H Alner,Robert Walford R H Alner
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,10,5,Forget The Past,25/1,Barry Geraghty M J P O'Brien,Barry Geraghty M J P O'Brien
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,11,18,The Listener (IRE),14/1,Daryl Jacob R H Alner,Daryl Jacob R H Alner
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,12,13,My Will (FR),16/1,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,13,1,Beef Or Salmon (IRE),16/1,Andrew J McNamara Michael Hourigan,Andrew J McNamara Michael Hourigan
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,14,17,Sybellius D'Artaix (FR),250/1,James Davies R Chotard,James Davies R Chotard
2007,Fri/16/Mar,03:15,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,F,11,Marble Garden (USA),250/1,John Kington R Chotard,John Kington R Chotard
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,1,11,Katchit (IRE),11/2,Robert Thornton Alan King,Robert Thornton Alan King
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,2,13,LiberateI,12/1,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,3,16,Mobaasher (USA),33/1,Noel Fehily Charlie Mann,Noel Fehily Charlie Mann
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,4,21,Punjabi,9/1,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,5,22,J'y Vole (FR),33/1,D J Casey W P Mullins,D J Casey W P Mullins
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,6,20,Poquelin (FR),50/1,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,7,5,Crookhaven,150/1,Andrew J McNamara John Joseph Murphy,Andrew J McNamara John Joseph Murphy
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,9,14,Lightning Strike (GER),25/1,Tom Scudamore Venetia Williams,Tom Scudamore Venetia Williams
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,10,23,Lounaos (FR),7/2F,Barry Geraghty Eoin Griffin,Barry Geraghty Eoin Griffin
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,11,24,My Petra,50/1,Wayne Hutchinson Alan King,Wayne Hutchinson Alan King
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,12,7,Degas Art (IRE),7/1,Paddy Brennan Howard Johnson,Paddy Brennan Howard Johnson
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,14,3,Convincing,33/1,Eddie Power John Joseph Murphy,Eddie Power John Joseph Murphy
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,15,10,Freeze The Flame (GER),25/1,Graham Lee Charles Egerton,Graham Lee Charles Egerton
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,16,15,Lord Adonis (IRE),200/1,Paddy Merrigan Kahlil De Burca,Paddy Merrigan Kahlil De Burca
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,17,6,Darusso,200/1,James Davies J S Moore,James Davies J S Moore
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,18,4,Counting House (IRE),50/1,Jason Maguire Jim Old,Jason Maguire Jim Old
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,19,8,Duty (IRE),9/1,Niall P Madden K F O'Brien,Niall P Madden K F O'Brien
2007,Fri/16/Mar,02:00,JCB Triumph Hurdle Grade 1,Cheltenham,F,12,Khachaturian (IRE),150/1,Stephen Craine Donald McCain,Stephen Craine Donald McCain
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,1,20,Wichita Lineman (IRE),11/8F,A P McCoy Jonjo O'Neill,A P McCoy Jonjo O'Neill
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,2,1,Air Force One (GER),25/1,Noel Fehily Charlie Mann,Noel Fehily Charlie Mann
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,3,9,Itsa Legend,100/1,Robert Thornton Alan King,Robert Thornton Alan King
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,4,5,Flight Leader (IRE),11/2,Joe Tizzard Colin Tizzard,Joe Tizzard Colin Tizzard
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,5,12,Mac Federal (IRE),100/1,Jamie Goldstein Sheena West,Jamie Goldstein Sheena West
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,6,14,Negus De Beaumont (FR),40/1,Graham Lee Ferdy Murphy,Graham Lee Ferdy Murphy
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,8,4,Chief Dan George (IRE),20/1,Alan Dempsey James Moffatt,Alan Dempsey James Moffatt
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,10,15,Ornais (FR),50/1,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,11,6,Hairy Molly (IRE),7/1,Barry Geraghty Joseph Crowley,Barry Geraghty Joseph Crowley
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,12,18,Skippers Brig (IRE),66/1,Keith Mercer L Lungo,Keith Mercer L Lungo
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,13,16,Secret Ploy,28/1,Andrew Tinkler Hughie Morrison,Andrew Tinkler Hughie Morrison
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,14,11,Leading Run (IRE),25/1,Niall P Madden Noel Meade,Niall P Madden Noel Meade
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,15,7,Head Held High (IRE),40/1,Robbie Power Mrs John Harrington,Robbie Power Mrs John Harrington
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,16,13,Mr Strachan (IRE),40/1,Michael O'Connell Sue Smith,Michael O'Connell Sue Smith
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,17,17,Sir Jimmy Shand (IRE),9/1,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2007,Fri/16/Mar,02:35,Brit Insurance Novices' Hurdle (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,F,2,Black Harry (IRE),13/2,R Walsh W P Mullins,R Walsh W P Mullins
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,1,20,Pedrobob (IRE),12/1,P A Carberry Anthony Mullins,P A Carberry Anthony Mullins
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,2,18,Ouninpohja (IRE),11/2,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,4,10,Kawagino (IRE),20/1,Wayne Kavanagh 5 Seamus Mullins,Wayne Kavanagh 5 Seamus Mullins
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,6,11,Caracciola (GER),16/1,Andrew Tinkler Nicky Henderson,Andrew Tinkler Nicky Henderson
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,8,4,Crow Wood,33/1,Graham Lee John Quinn,Graham Lee John Quinn
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,9,6,Callow Lake (IRE),16/1,Andrew Leigh 5 Mrs John Harrington,Andrew Leigh 5 Mrs John Harrington
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,10,5,Osana (FR),11/2,A P McCoy David Pipe,A P McCoy David Pipe
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,11,16,Trompette (USA),33/1,Tom Doyle Nicky Henderson,Tom Doyle Nicky Henderson
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,12,22,Baron De Feypo (IRE),40/1,Niall P Madden Patrick O Brady,Niall P Madden Patrick O Brady
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,13,24,Gods Token,66/1,Liam Treadwell 3 Venetia Williams,Liam Treadwell 3 Venetia Williams
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,15,25,Maralan (IRE),33/1,Robert Molloy 5 Patrick O Brady,Robert Molloy 5 Patrick O Brady
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,17,28,Ameeq (USA),16/1,Sam Jones 5 Gary Moore,Sam Jones 5 Gary Moore
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,18,13,O'Toole I (IRE),80/1,Darren O'Dwyer 7 Philip Hobbs,Darren O'Dwyer 7 Philip Hobbs
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,19,27,New Field (IRE),25/1,D J Casey Thomas Mullins,D J Casey Thomas Mullins
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,20,17,Made In Japan (JPN),50/1,Colin Bolger 3 A Bateman,Colin Bolger 3 A Bateman
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,21,21,Lord Henry (IRE),50/1,Tom O'Brien Philip Hobbs,Tom O'Brien Philip Hobbs
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,22,14,Trouble At Bay (IRE),33/1,Robert Thornton Alan King,Robert Thornton Alan King
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,23,8,Whispered Promises (USA),25/1,Alan O'Keeffe R S Brookhouse,Alan O'Keeffe R S Brookhouse
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,24,23,Cadogan (FR),66/1,A E Lynch 3 J T R Dreaper,A E Lynch 3 J T R Dreaper
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,25,7,Fair Along (GER),3/1F,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,26,3,Flame Creek (IRE),100/1,Mark Grant Edward Creighton,Mark Grant Edward Creighton
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,27,9,Papini (IRE),33/1,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2007,Fri/16/Mar,05:20,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,28,26,The Spoonplayer (IRE),100/1,Davy Condon Henry De Bromhead,Davy Condon Henry De Bromhead
2008,Fri/14/Mar,03:30,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,1,5,Denman (IRE),9/4,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2008,Fri/14/Mar,03:30,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,2,10,Kauto Star (FR),10/11F,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2008,Fri/14/Mar,03:30,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,4,8,Halcon Genelardais (FR),16/1,Robert Thornton Alan King,Robert Thornton Alan King
2008,Fri/14/Mar,03:30,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,5,6,Exotic Dancer (FR),17/2,A P McCoy Jonjo O'Neill,A P McCoy Jonjo O'Neill
2008,Fri/14/Mar,03:30,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,6,11,Knowhere (IRE),25/1,Paddy Brennan Nigel Twiston-Davies,Paddy Brennan Nigel Twiston-Davies
2008,Fri/14/Mar,03:30,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,7,1,Afistfullofdollars (IRE),20/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,1,3,Fiveforthree (IRE),7/1,R Walsh W P Mullins,R Walsh W P Mullins
