Year,Date,Time,Race Name,Course,Position,Draw,Horse Name,SP,Jockey,Trainer
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,3,14,Trafford Lad,9/1,Tom Doyle E Sheehy,Tom Doyle E Sheehy
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,4,5,Forpadydeplasterer (IRE),13/2,Davy Russell Thomas Cooper,Davy Russell Thomas Cooper
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,5,6,Group Captain,5/1,Robert Thornton Alan King,Robert Thornton Alan King
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,6,9,Lightning Strike (GER),33/1,Tom Scudamore Venetia Williams,Tom Scudamore Venetia Williams
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,7,13,Razor Royale (IRE),18/1,Paddy Brennan Nigel Twiston-Davies,Paddy Brennan Nigel Twiston-Davies
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,8,4,Fond Of A Drop,33/1,Barry Geraghty D T Hughes,Barry Geraghty D T Hughes
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,9,7,Hold Em (IRE),18/1,Timmy Murphy Keith Goldsworthy,Timmy Murphy Keith Goldsworthy
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,10,2,Breedsbreeze (IRE),9/1,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,11,12,Raven's Run (IRE),66/1,Michael Darcy Michael Cunningham,Michael Darcy Michael Cunningham
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,12,11,Majestic Concorde (IRE),33/1,Paul Carberry D K Weld,Paul Carberry D K Weld
2008,Fri/14/Mar,01:05,Ballymore Properties Novices' Hurdle (Registered As The Baring Bingham Novices' Hurdle) Grade 1,Cheltenham,13,1,Aigle D'Or,4/1F,A P McCoy Nicky Henderson,A P McCoy Nicky Henderson
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,1,22,Naiad Du Misselot (FR),7/1,Davy Russell Ferdy Murphy,Davy Russell Ferdy Murphy
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,3,15,Junior,12/1,Robert Thornton Alan King,Robert Thornton Alan King
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,4,18,Mendo,14/1,Tom Siddall Noel Chance,Tom Siddall Noel Chance
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,5,23,Superior Wisdom (IRE),33/1,William Kennedy Alex Hales,William Kennedy Alex Hales
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,6,25,Tagula Blue (IRE),66/1,David Dennis Ian Williams,David Dennis Ian Williams
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,8,24,Peacock (FR),10/1,Paddy Brennan Nigel Twiston-Davies,Paddy Brennan Nigel Twiston-Davies
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,9,27,Pyleigh Lady,33/1,Ian Popham 7 Philip Hobbs,Ian Popham 7 Philip Hobbs
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,11,19,Clarnazar (IRE),20/1,Niall P Madden Noel Meade,Niall P Madden Noel Meade
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,12,10,Pablo Du Charmil (FR),16/1,Tom Scudamore David Pipe,Tom Scudamore David Pipe
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,13,14,Laustra Bad (FR),25/1,Denis O'Regan David Pipe,Denis O'Regan David Pipe
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,14,20,Baltiman (IRE),80/1,W J Lee Miss Susan A Finn,W J Lee Miss Susan A Finn
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,15,16,Hill Forts Timmy,100/1,Wayne Kavanagh 3 Seamus Mullins,Wayne Kavanagh 3 Seamus Mullins
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,16,8,Orbit O'Gold (USA),25/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,18,13,County Zen (FR),11/2F,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,19,3,Sporazene (IRE),50/1,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,21,21,Chiaro (FR),33/1,Tom O'Brien Philip Hobbs,Tom O'Brien Philip Hobbs
2008,Fri/14/Mar,01:40,Coral Cup (Handicap Hurdle) Grade 3,Cheltenham,F,2,Whispered Promises (USA),25/1,Johnny Farrelly 5 David Pipe,Johnny Farrelly 5 David Pipe
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,1,16,Tiger Cry (IRE),15/2,Davy Russell A L T Moore,Davy Russell A L T Moore
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,2,18,My Petra,3/1F,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,4,1,Andreas I (FR),10/1,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,5,15,Almaydan,25/1,Mr T Greenall Richard Lee,Mr T Greenall Richard Lee
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,6,12,Hasty Prince,9/1,A P McCoy Jonjo O'Neill,A P McCoy Jonjo O'Neill
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,7,4,Vintage Treasure (IRE),40/1,Niall P Madden C Byrnes,Niall P Madden C Byrnes
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,8,19,Tramantano,16/1,Paddy Brennan Nigel Twiston-Davies,Paddy Brennan Nigel Twiston-Davies
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,9,17,Magic Sky (FR),33/1,Charlie Poste 3 Milton Harris,Charlie Poste 3 Milton Harris
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,10,10,Greenhope (IRE),25/1,Andrew Tinkler Nicky Henderson,Andrew Tinkler Nicky Henderson
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,11,9,Mister Quasimodo,12/1,Joe Tizzard Colin Tizzard,Joe Tizzard Colin Tizzard
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,12,2,Howle Hill (IRE),10/1,Robert Thornton Alan King,Robert Thornton Alan King
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,13,11,EnlightenmentI (IRE),9/1,Paul Moloney Evan Williams,Paul Moloney Evan Williams
2008,Fri/14/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Grade 3,Cheltenham,14,6,Maralan (IRE),10/1,John Cullen Patrick O Brady,John Cullen Patrick O Brady
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,1,12,Whiteoak (IRE),20/1,Jason Maguire Donald McCain,Jason Maguire Donald McCain
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,3,2,Chomba Womba (IRE),100/30F,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,4,7,Gaspara (FR),7/1,Tom Scudamore David Pipe,Tom Scudamore David Pipe
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,5,11,Theatre Girl,9/2,Robert Thornton Alan King,Robert Thornton Alan King
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,6,8,Silver Charmer,50/1,R Walsh Stuart Howe,R Walsh Stuart Howe
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,8,3,Labelthou (FR),5/1,Timmy Murphy Emma Lavelle,Timmy Murphy Emma Lavelle
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,9,13,La Vecchia Scuola (IRE),100/1,Richie McGrath Jim Goldie,Richie McGrath Jim Goldie
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,10,5,Shatabdi (IRE),66/1,Mr Sam Waley-Cohen Nicky Henderson,Mr Sam Waley-Cohen Nicky Henderson
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,11,6,Sweet Kiln (IRE),7/2,Tom Doyle Michael J Bowe,Tom Doyle Michael J Bowe
2008,Fri/14/Mar,12:30,David Nicholson Mares Hurdle Grade 2,Cheltenham,F,10,Magical Legend,100/1,Tom Malone Liam Corcoran,Tom Malone Liam Corcoran
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,1,8,Kauto Star (FR),7/4F,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,2,5,Denman (IRE),7/1,Sam Thomas Paul Nicholls,Sam Thomas Paul Nicholls
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,3,6,Exotic Dancer (FR),8/1,A P McCoy Jonjo O'Neill,A P McCoy Jonjo O'Neill
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,4,13,Neptune Collonges (FR),15/2,Christian Williams Paul Nicholls,Christian Williams Paul Nicholls
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,5,12,My Will (FR),100/1,Nick Scholfield Paul Nicholls,Nick Scholfield Paul Nicholls
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,7,3,Barbers Shop,10/1,Barry Geraghty Nicky Henderson,Barry Geraghty Nicky Henderson
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,8,10,Madison Du Berlais (FR),10/1,Tom Scudamore David Pipe,Tom Scudamore David Pipe
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,9,2,Albertas Run (IRE),14/1,Dominic Elsworth Jonjo O'Neill,Dominic Elsworth Jonjo O'Neill
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,10,9,Knowhere (IRE),100/1,Paddy Brennan Nigel Twiston-Davies,Paddy Brennan Nigel Twiston-Davies
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,11,4,Cerium (FR),300/1,Keith Mercer Paul Murphy,Keith Mercer Paul Murphy
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,12,1,Air Force One (GER),16/1,Noel Fehily Charlie Mann,Noel Fehily Charlie Mann
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,13,16,Star De Mohaison (FR),20/1,Timmy Murphy Paul Nicholls,Timmy Murphy Paul Nicholls
2009,Fri/13/Mar,03:20,totesport Cheltenham Gold Cup Chase Grade 1,Cheltenham,F,11,Miko De Beauchene (FR),150/1,Andrew Thornton R H & Mrs S Alner,Andrew Thornton R H & Mrs S Alner
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,1,18,Zaynar (FR),11/2,Barry Geraghty Nicky Henderson,Barry Geraghty Nicky Henderson
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,2,17,Walkon (FR),4/1F,Robert Thornton Alan King,Robert Thornton Alan King
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,3,8,Mourad (IRE),14/1,R Walsh W P Mullins,R Walsh W P Mullins
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,4,12,Starluck (IRE),5/1,Timmy Murphy Alan Fleming,Timmy Murphy Alan Fleming
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,5,15,Trenchant,28/1,Wayne Hutchinson Alan King,Wayne Hutchinson Alan King
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,6,9,Reve De Sivola (FR),20/1,Daryl Jacob Nick Williams,Daryl Jacob Nick Williams
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,7,11,Simarian (IRE),40/1,D P Fahy Evan Williams,D P Fahy Evan Williams
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,8,16,Tyrrells Wood (IRE),66/1,Jamie Moore T G Mills,Jamie Moore T G Mills
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,9,3,Jumbo Rio (IRE),11/1,Andrew J McNamara E J O'Grady,Andrew J McNamara E J O'Grady
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,10,14,Tharawaat (IRE),40/1,Davy Russell Gordon Elliott,Davy Russell Gordon Elliott
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,11,7,Master Of Arts (USA),17/2,Tom Scudamore David Pipe,Tom Scudamore David Pipe
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,12,4,Just Rob,150/1,David Dennis Ian Williams,David Dennis Ian Williams
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,13,10,Silk Drum (IRE),25/1,Denis O'Regan Howard Johnson,Denis O'Regan Howard Johnson
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,14,13,Stow,50/1,Sam Thomas Venetia Williams,Sam Thomas Venetia Williams
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,15,6,Maidstone Mixture (FR),250/1,Richie McGrath Paul Murphy,Richie McGrath Paul Murphy
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,16,5,Lethal Weapon (IRE),17/2,A P McCoy C Roche,A P McCoy C Roche
2009,Fri/13/Mar,01:30,JCB Triumph Hurdle Grade 1,Cheltenham,17,1,Art Sleuth (USA),66/1,Paul Townend W P Mullins,Paul Townend W P Mullins
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,1,15,American Trilogy (IRE),20/1,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,2,28,Stradbrook (IRE),66/1,Richie McLernon 5 Jonjo O'Neill,Richie McLernon 5 Jonjo O'Neill
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,3,25,Cockney Trucker (IRE),17/2,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,4,24,Nortonthorpe Lad (IRE),50/1,Daryl Jacob Alison Thorpe,Daryl Jacob Alison Thorpe
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,6,18,Dave's Dream (IRE),7/2F,Barry Geraghty Nicky Henderson,Barry Geraghty Nicky Henderson
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,7,2,Arcalis,40/1,Denis O'Regan Howard Johnson,Denis O'Regan Howard Johnson
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,8,7,Sesenta (IRE),20/1,Paul Townend 3 W P Mullins,Paul Townend 3 W P Mullins
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,9,21,Bedlam Boy (IRE),50/1,Graham Lee Ferdy Murphy,Graham Lee Ferdy Murphy
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,10,26,Gloucester,80/1,John Kington 5 Michael Scudamore,John Kington 5 Michael Scudamore
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,13,19,Sky Hall (IRE),20/1,L McNiff 7 Noel Meade,L McNiff 7 Noel Meade
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,14,27,Moves Goodenough,100/1,Timmy Murphy Andy Turnell,Timmy Murphy Andy Turnell
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,15,3,Group Captain,40/1,Richard Killoran 5 Hugh Collingridge,Richard Killoran 5 Hugh Collingridge
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,16,10,Silver Jaro (FR),33/1,Noel Fehily T Hogan,Noel Fehily T Hogan
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,17,22,Culcabock (IRE),50/1,Campbell Gillies 5 Lucinda Russell,Campbell Gillies 5 Lucinda Russell
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,18,16,Fisher Bridge (IRE),33/1,Emmet Mullins 5 Noel Meade,Emmet Mullins 5 Noel Meade
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,19,8,Leo's Lucky Star (USA),66/1,Tom Scudamore David Pipe,Tom Scudamore David Pipe
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,20,6,Aachen,10/1,Sam Thomas Venetia Williams,Sam Thomas Venetia Williams
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,22,4,Khyber Kim,33/1,Paddy Brennan Nigel Twiston-Davies,Paddy Brennan Nigel Twiston-Davies
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,23,13,Rippling Ring (SAF),33/1,Nick Scholfield 3 Paul Nicholls,Nick Scholfield 3 Paul Nicholls
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,24,9,Cedrus Libani (IRE),100/1,Paul Moloney Evan Williams,Paul Moloney Evan Williams
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,25,20,Sunnyhillboy (IRE),5/1,A P McCoy Jonjo O'Neill,A P McCoy Jonjo O'Neill
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,26,17,Farringdon,25/1,P W Flood Mrs Prunella Dobbs,P W Flood Mrs Prunella Dobbs
2009,Fri/13/Mar,02:05,Vincent O'Brien County Handicap Hurdle Grade 3,Cheltenham,27,1,Clopf (IRE),33/1,Andrew J McNamara E J O'Grady,Andrew J McNamara E J O'Grady
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,1,10,Andytown (IRE),25/1,Felix De Giles 3 Nicky Henderson,Felix De Giles 3 Nicky Henderson
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,2,24,Midnight Chase,100/1,Mr M M O'Connor Neil Mulholland,Mr M M O'Connor Neil Mulholland
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,3,11,Big Eared Fran (IRE),7/2F,Johnny Farrelly 3 David Pipe,Johnny Farrelly 3 David Pipe
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,4,22,Font,14/1,Harry Skelton 3 Paul Nicholls,Harry Skelton 3 Paul Nicholls
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,5,7,Presenting Copper (IRE),16/1,Rhys Flint 3 Philip Hobbs,Rhys Flint 3 Philip Hobbs
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,6,12,Coq Hardi (FR),66/1,James Reveley Peter Bowen,James Reveley Peter Bowen
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,7,19,Leamington Lad (IRE),100/1,David England 3 Nigel Twiston-Davies,David England 3 Nigel Twiston-Davies
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,8,21,Oscatello (USA),16/1,Darren O'Dwyer 3 Philip Hobbs,Darren O'Dwyer 3 Philip Hobbs
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,9,17,Khachaturian (IRE),40/1,P J Benson 3 Donald McCain,P J Benson 3 Donald McCain
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,10,6,Faltering Fullback,22/1,Alain Cawley 3 E McNamara,Alain Cawley 3 E McNamara
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,11,3,Piraya (FR),20/1,Liam Heard David Pipe,Liam Heard David Pipe
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,12,16,Little Shilling (IRE),16/1,Bernie Wharfe Tim Vaughan,Bernie Wharfe Tim Vaughan
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,14,4,Mamlook (IRE),15/2,Hadden Frost 3 David Pipe,Hadden Frost 3 David Pipe
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,15,14,Hangover (IRE),17/2,Paul Townend Conor O'Dwyer,Paul Townend Conor O'Dwyer
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,16,5,Penn Da Benn (FR),10/1,Charlie Huxley 3 Alan King,Charlie Huxley 3 Alan King
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,17,15,Pauillac (FR),33/1,D P Fahy David Pipe,D P Fahy David Pipe
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,18,13,Carrickboy (IRE),12/1,Aidan Coleman 3 Venetia Williams,Aidan Coleman 3 Venetia Williams
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,19,20,Quartz De Thaix (FR),20/1,Nick Scholfield Venetia Williams,Nick Scholfield Venetia Williams
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,20,23,Prince De Bersy (FR),100/1,Tom Molloy David Pipe,Tom Molloy David Pipe
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,21,18,Carrick Oscar (IRE),33/1,Gerard Tumelty Tim Vaughan,Gerard Tumelty Tim Vaughan
2009,Fri/13/Mar,04:40,Martin Pipe Conditional Jockeys' Handicap Hurdle,Cheltenham,22,2,Acambo (GER),66/1,John Kington David Pipe,John Kington David Pipe
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,1,2,Berties Dream (IRE),33/1,A E Lynch Paul John Gilligan,A E Lynch Paul John Gilligan
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,2,9,Najaf (FR),25/1,Timmy Murphy Paul Nicholls,Timmy Murphy Paul Nicholls
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,3,8,Kennel Hill (IRE),66/1,Jason Maguire Keith Goldsworthy,Jason Maguire Keith Goldsworthy
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,2,1,Arvika Ligeonniere (FR),28/1,Davy Condon W P Mullins,Davy Condon W P Mullins
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,5,10,Possol (FR),28/1,Richard Johnson Henry Daly,Richard Johnson Henry Daly
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,6,11,Quel Esprit (FR),11/2,R Walsh W P Mullins,R Walsh W P Mullins
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,7,20,Silver Kate (IRE),14/1,Aidan Coleman David Richards,Aidan Coleman David Richards
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,8,19,Premier Victory (IRE),33/1,John Cullen T Hogan,John Cullen T Hogan
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,9,5,Chartreux (FR),28/1,Tom Scudamore David Pipe,Tom Scudamore David Pipe
2010,Fri/19/Mar,02:40,Albert Bartlett Novices' Hurdle (Registered As The Spa Novices' Hurdle Race) Grade 1,Cheltenham,10,17,Watamu Bay (IRE),66/1,Daryl Jacob Charlie Mann,Daryl Jacob Charlie Mann
